V=6^3									V=8^3									V=14^3									V=18^3								
time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum
43.65158	0.00176	-0.00407	43.65158	-0.03889	0.00152	43.65158	-0.0312	-0.00117	43.65158	-0.01343	0.00155	43.65158	0.02615	0.00181	43.65158	0.00212	3.6504E-4	43.65158	0.00659	9.13058E-5	43.65158	0.01005	0.00453	43.65158	-0.0112	-0.00203	43.65158	0.0047	0.00162	43.65158	0.00262	-0.00149	43.65158	0.00104	-9.14163E-4
44.66836	0.00278	-0.00203	44.66836	-0.00892	0.00339	44.66836	0.02217	0.00248	44.66836	0.0104	0.00507	44.66836	-0.00532	0.00283	44.66836	-0.00801	0.00527	44.66836	-0.00316	-0.00197	44.66836	0.01198	-5.73148E-6	44.66836	0.01788	-9.63302E-4	44.66836	0.00569	4.4641E-4	44.66836	0.00527	-7.22275E-4	44.66836	-0.00619	-6.72457E-4
45.70882	-0.00752	-0.01194	45.70882	0.02556	-0.00373	45.70882	-0.03127	-0.01149	45.70882	0.00647	-0.00184	45.70882	0.02072	-9.06181E-5	45.70882	0.02039	-0.00597	45.70882	-0.00449	0.00123	45.70882	0.01818	0.00264	45.70882	0.01318	-0.00168	45.70882	-0.00247	0.0036	45.70882	4.32143E-4	-0.00181	45.70882	0.00446	-9.97747E-4
46.77351	0.01122	-0.00718	46.77351	-0.00442	-0.00226	46.77351	-0.01151	-0.00156	46.77351	0.0016	-0.0077	46.77351	-0.01103	-0.00315	46.77351	0.01115	-0.00226	46.77351	0.00898	0.00187	46.77351	-0.00978	0.00195	46.77351	1.69247E-4	1.99635E-4	46.77351	0.0101	0.00219	46.77351	0.00544	-9.01031E-4	46.77351	0.00158	-8.04162E-4
47.86301	0.02982	0.00472	47.86301	-0.0167	5.46514E-4	47.86301	0.0069	0.0087	47.86301	-0.01308	-0.00212	47.86301	0.01666	-0.00266	47.86301	-4.58867E-4	-0.00134	47.86301	-0.0089	0.00367	47.86301	0.00134	0.00166	47.86301	-0.00413	-0.00242	47.86301	-2.22539E-4	0.00201	47.86301	-0.0027	-0.00184	47.86301	-0.0055	-7.13905E-5
48.97788	-0.01019	0.00192	48.97788	0.01831	0.00747	48.97788	0.02739	0.02051	48.97788	0.00364	-0.00573	48.97788	-0.00511	-0.00194	48.97788	-0.01488	-0.00527	48.97788	-0.01267	0.00251	48.97788	-0.00238	0.00155	48.97788	-0.00836	-0.00366	48.97788	0.01088	8.6746E-4	48.97788	-0.00234	-0.00254	48.97788	0.00168	-0.00133
50.11872	-0.00468	0.00518	50.11872	0.00817	0.00317	50.11872	-0.0496	-0.00719	50.11872	0.00889	0.00121	50.11872	-0.00248	0.0069	50.11872	-0.02838	3.15747E-4	50.11872	0.01008	-2.53047E-4	50.11872	-0.0025	7.95993E-4	50.11872	0.00184	0.00193	50.11872	-0.00523	0.00211	50.11872	-0.00323	-0.00105	50.11872	-0.00144	-0.00164
51.28614	-0.0329	-0.00456	51.28614	-0.00721	-0.00347	51.28614	-0.05965	-0.01324	51.28614	0.00338	0.00143	51.28614	0.01479	0.0015	51.28614	-0.01067	-8.50443E-4	51.28614	0.00135	-2.48387E-4	51.28614	0.00504	-0.00144	51.28614	0.00561	-0.00111	51.28614	-0.00118	6.00229E-4	51.28614	-4.31544E-4	4.56595E-4	51.28614	0.00475	-0.00162
52.48075	0.01441	-3.97165E-4	52.48075	0.01384	-3.0025E-4	52.48075	-0.04225	-0.00188	52.48075	0.01564	0.00665	52.48075	0.02453	0.00624	52.48075	-0.02347	0.00366	52.48075	-0.00815	-1.74442E-4	52.48075	-0.00209	8.29247E-4	52.48075	-0.0039	0.00235	52.48075	0.0061	0.00155	52.48075	-9.84999E-4	-8.9424E-4	52.48075	-0.01043	-0.00161
53.70318	0.03111	-0.00104	53.70318	-0.02955	-0.00878	53.70318	0.02001	-0.00101	53.70318	0.01271	0.00506	53.70318	-0.0195	0.00306	53.70318	3.43181E-4	0.00526	53.70318	-0.00225	-5.3262E-4	53.70318	-0.01316	-1.63582E-4	53.70318	-0.01443	0.00216	53.70318	-0.00385	0.00123	53.70318	-0.00544	-6.52597E-4	53.70318	-0.0013	2.88062E-4
54.95409	-0.01879	0.00588	54.95409	5.26921E-4	6.2387E-6	54.95409	0.00878	4.89093E-4	54.95409	0.01977	-0.0015	54.95409	-0.01891	0.00339	54.95409	-0.01181	-0.00782	54.95409	-0.00931	0.00277	54.95409	0.0039	0.00129	54.95409	-0.00813	0.00246	54.95409	-0.00886	0.00115	54.95409	-0.00116	0.00137	54.95409	0.00857	5.38407E-4
56.23413	-0.00516	0.00211	56.23413	0.04538	0.00504	56.23413	0.00929	0.00956	56.23413	0.02376	-8.95407E-4	56.23413	-0.02334	-0.00183	56.23413	-0.00484	-0.00624	56.23413	-0.01498	8.34692E-4	56.23413	0.00483	5.18679E-4	56.23413	0.00698	0.00376	56.23413	9.4771E-4	0.00259	56.23413	9.93603E-4	-0.00107	56.23413	0.0043	6.68787E-4
57.54399	-0.013	0.00168	57.54399	0.03215	3.96874E-4	57.54399	-0.01047	-0.00284	57.54399	-0.00506	-5.11339E-4	57.54399	-0.05927	0.00155	57.54399	-0.01025	0.00339	57.54399	-0.00862	0.00182	57.54399	-0.00705	0.00171	57.54399	-0.00456	0.00408	57.54399	0.00684	7.85183E-4	57.54399	4.28109E-4	9.16871E-4	57.54399	0.00625	-0.00265
58.88437	-0.01315	0.00394	58.88437	-0.00981	0.00227	58.88437	0.0059	0.00385	58.88437	-0.01853	-0.00588	58.88437	-0.00721	0.00339	58.88437	-0.00761	-0.00623	58.88437	-0.00503	-0.00305	58.88437	-8.07607E-4	-0.00119	58.88437	0.00235	0.00178	58.88437	8.78584E-4	0.0019	58.88437	-6.30259E-4	-2.51783E-4	58.88437	-0.00129	-0.00288
60.25596	-0.00916	6.8881E-4	60.25596	0.00529	-0.00853	60.25596	-0.01023	0.00558	60.25596	7.5402E-4	0.00108	60.25596	0.02028	0.00247	60.25596	0.01494	-0.00298	60.25596	-0.01077	-2.98334E-4	60.25596	0.02118	0.00129	60.25596	0.01517	0.0014	60.25596	-0.00135	0.00289	60.25596	0.00259	-0.00192	60.25596	-0.00335	-0.00295
61.6595	-0.02093	0.00773	61.6595	0.03849	-0.00127	61.6595	-0.03695	-0.01239	61.6595	-0.00609	0.00226	61.6595	0.02025	0.00988	61.6595	-0.01105	-0.01255	61.6595	2.34204E-4	-0.00105	61.6595	0.00367	-4.83842E-4	61.6595	-0.00142	0.00228	61.6595	0.00705	0.001	61.6595	0.00119	-0.00154	61.6595	-8.5423E-4	-0.00132
63.09573	0.01079	0.01545	63.09573	0.00252	-0.00376	63.09573	-6.55474E-4	-8.84358E-4	63.09573	0.00521	-1.6409E-4	63.09573	0.02201	-4.05683E-4	63.09573	0.0056	-0.00919	63.09573	-0.00177	8.22409E-5	63.09573	0.01106	-4.07725E-4	63.09573	0.00101	-4.03013E-4	63.09573	-0.00136	6.81472E-4	63.09573	0.00457	7.66157E-4	63.09573	0.00222	-0.00274
64.56542	0.01408	0.00217	64.56542	0.01711	-0.00172	64.56542	-0.06833	-0.01455	64.56542	0.00999	-0.00348	64.56542	0.04091	-0.00282	64.56542	-0.00523	-8.22916E-4	64.56542	0.00455	0.00218	64.56542	-0.00947	0.00145	64.56542	0.01024	7.75876E-5	64.56542	-0.00741	0.00206	64.56542	-0.00406	0.00159	64.56542	0.00667	-0.00128
66.06934	-0.0209	-0.01349	66.06934	0.01423	-5.04021E-4	66.06934	-0.00169	0.0097	66.06934	7.78782E-4	-0.00579	66.06934	0.01822	-0.00763	66.06934	-0.00138	0.0035	66.06934	0.01471	-5.00777E-4	66.06934	-0.00126	0.00229	66.06934	-0.0024	-4.27246E-4	66.06934	-0.00408	0.0018	66.06934	0.00742	8.48164E-4	66.06934	0.00528	-0.00129
67.6083	0.03499	-0.00846	67.6083	-0.05291	-0.00326	67.6083	-0.00997	0.0045	67.6083	0.00464	0.00442	67.6083	0.01876	6.88422E-4	67.6083	0.03239	1.14702E-5	67.6083	0.00674	-8.2342E-4	67.6083	-0.00436	0.00232	67.6083	0.01772	1.35285E-5	67.6083	-0.00532	0.00293	67.6083	0.00182	0.00171	67.6083	0.00461	-6.25083E-4
69.1831	0.00795	4.43485E-4	69.1831	-0.01482	0.00856	69.1831	-0.02949	0.01535	69.1831	0.00551	0.0018	69.1831	-0.00545	0.00316	69.1831	0.00118	-0.00614	69.1831	-0.00126	-0.00165	69.1831	-0.00736	-0.00118	69.1831	0.00326	7.69821E-4	69.1831	-1.13787E-5	5.43717E-4	69.1831	0.00163	7.8248E-4	69.1831	-0.01094	-2.87249E-4
70.79458	0.01843	-3.66891E-4	70.79458	-0.03328	-7.23118E-4	70.79458	0.01485	-0.00404	70.79458	0.00116	0.00459	70.79458	0.01293	0.00336	70.79458	0.01171	0.00634	70.79458	0.00244	-0.00143	70.79458	8.54078E-5	-0.00101	70.79458	-0.00554	0.00234	70.79458	0.00607	0.00339	70.79458	-0.00221	0.00156	70.79458	0.00273	0.00143
72.4436	0.03193	0.00899	72.4436	0.01003	-0.0101	72.4436	-5.9508E-4	0.00266	72.4436	-0.0045	-0.00308	72.4436	-0.01942	-0.00274	72.4436	0.02184	-0.00429	72.4436	0.00756	0.00103	72.4436	-0.00178	0.00163	72.4436	0.00254	5.88907E-4	72.4436	0.00706	-5.23843E-5	72.4436	-0.00317	3.92226E-4	72.4436	0.00261	2.49488E-4
74.13102	0.07973	0.00285	74.13102	-0.0096	-0.01213	74.13102	-0.00247	8.08535E-4	74.13102	-0.0027	-0.00377	74.13102	0.01371	-0.00307	74.13102	0.00937	-0.00188	74.13102	0.01593	-6.10007E-4	74.13102	0.00692	3.92453E-4	74.13102	0.00311	5.90596E-4	74.13102	-0.00158	2.56706E-4	74.13102	0.00605	1.48505E-4	74.13102	0.00283	-0.00164
75.85776	6.49619E-4	0.01787	75.85776	0.00466	-0.00221	75.85776	-0.03246	0.00532	75.85776	-0.01368	0.00303	75.85776	-0.03258	-4.60632E-4	75.85776	0.00143	-0.00124	75.85776	0.00436	7.51383E-4	75.85776	-0.00743	-7.90665E-4	75.85776	-6.49E-4	-3.30064E-5	75.85776	-0.00311	-1.9689E-4	75.85776	-0.00352	0.00154	75.85776	-7.33785E-4	-0.00301
77.62471	0.02892	-0.00779	77.62471	-0.02539	-0.00277	77.62471	0.02341	-0.00485	77.62471	-0.00555	0.00202	77.62471	-0.0149	0.0051	77.62471	0.02187	0.00309	77.62471	0.00518	-7.05969E-4	77.62471	0.00488	1.79325E-4	77.62471	-0.00146	0.00104	77.62471	5.4529E-4	-3.7662E-4	77.62471	2.87938E-4	-6.37357E-4	77.62471	-0.00221	-0.00231
79.43282	0.03632	0.00127	79.43282	-0.00809	-0.01304	79.43282	0.01531	-0.00305	79.43282	-0.00576	-0.00644	79.43282	0.01736	0.0015	79.43282	0.0182	0.00165	79.43282	0.0044	-1.66393E-4	79.43282	-0.00553	0.00116	79.43282	0.00544	-0.00174	79.43282	-0.00137	-4.69628E-4	79.43282	0.00167	0.00132	79.43282	-0.00487	-0.00195
81.28305	-0.00213	0.00127	81.28305	0.02738	0.00545	81.28305	0.00177	0.00422	81.28305	0.00676	0.00786	81.28305	5.22116E-4	-0.00289	81.28305	0.02658	0.00132	81.28305	0.0018	-9.2088E-4	81.28305	-0.01025	-0.00122	81.28305	0.00247	-0.00155	81.28305	0.00617	-2.60273E-4	81.28305	1.65876E-4	6.82387E-4	81.28305	0.00115	-7.32476E-4
83.17638	0.00757	5.88295E-6	83.17638	-0.04501	-0.00988	83.17638	-0.01143	-5.80172E-4	83.17638	0.00366	-0.00269	83.17638	0.02502	-0.00271	83.17638	0.00451	0.00263	83.17638	0.00218	-8.18023E-4	83.17638	0.01377	-1.93829E-4	83.17638	-0.01175	-0.00118	83.17638	-0.00904	-0.00285	83.17638	0.00154	-6.91183E-4	83.17638	-0.00771	-0.00208
85.1138	-0.00628	-0.00272	85.1138	0.01175	-0.01381	85.1138	0.04944	0.00837	85.1138	0.01361	-0.00556	85.1138	-0.02482	0.00518	85.1138	0.00376	-0.00907	85.1138	0.00559	-6.56014E-4	85.1138	-0.00515	-0.00304	85.1138	-0.00906	-0.0022	85.1138	-0.00346	-0.0019	85.1138	-0.0012	-5.31432E-4	85.1138	0.0059	-0.00151
87.09636	0.00661	0.0062	87.09636	7.96406E-4	-0.01396	87.09636	-0.03908	0.00113	87.09636	-0.00459	0.00458	87.09636	-0.01075	-0.00422	87.09636	-0.00993	0.0072	87.09636	-4.04189E-4	-1.39892E-4	87.09636	-3.6665E-4	-8.7645E-4	87.09636	-0.00396	-0.00287	87.09636	2.94437E-4	-8.33963E-4	87.09636	9.00545E-4	2.99183E-4	87.09636	0.00346	-4.56935E-4
89.12509	0.01321	0.00709	89.12509	-0.00591	-0.00262	89.12509	-0.02721	0.00454	89.12509	0.01065	0.00169	89.12509	-0.02213	-0.00414	89.12509	-0.00813	0.00157	89.12509	-5.18352E-5	-4.71134E-4	89.12509	0.00605	-0.00319	89.12509	0.01592	8.97521E-5	89.12509	0.00802	-1.93872E-4	89.12509	0.00668	4.10929E-4	89.12509	0.00726	-7.16025E-4
91.20108	-0.02635	-0.00256	91.20108	0.01629	-0.0069	91.20108	0.03051	0.00962	91.20108	-0.00191	0.00264	91.20108	0.02568	0.01053	91.20108	-0.01258	4.09462E-4	91.20108	0.00622	-0.00437	91.20108	-0.00749	-0.00418	91.20108	0.00497	-0.00284	91.20108	5.34504E-4	-1.38599E-4	91.20108	3.46822E-4	-6.83116E-4	91.20108	-0.00247	-0.00125
93.32543	-0.02739	0.00676	93.32543	0.00469	0.01011	93.32543	0.02323	-0.00461	93.32543	0.00531	-0.00242	93.32543	0.02491	0.00291	93.32543	0.01803	-7.37429E-4	93.32543	0.01505	-6.89877E-4	93.32543	-0.00758	7.73182E-4	93.32543	4.99422E-4	3.43074E-4	93.32543	0.01142	-0.00215	93.32543	0.00362	-2.13458E-4	93.32543	-0.00286	-0.00176
95.49926	-0.01318	-0.00184	95.49926	-0.01019	0.00899	95.49926	0.01407	0.0159	95.49926	0.00567	0.00308	95.49926	0.0437	0.00229	95.49926	0.01805	-0.00214	95.49926	-4.10811E-4	0.00198	95.49926	-0.00247	-0.00147	95.49926	0.00685	6.11186E-4	95.49926	-0.00215	2.10853E-4	95.49926	-0.00555	2.57038E-4	95.49926	9.68919E-4	-8.84288E-4
97.72372	-0.02005	0.00343	97.72372	-5.88809E-4	-0.00377	97.72372	0.05353	-0.00593	97.72372	-0.00363	-0.00207	97.72372	-0.02684	-0.00107	97.72372	0.00161	-0.00114	97.72372	0.00751	-0.00197	97.72372	-0.00172	-0.0015	97.72372	0.00514	4.44441E-4	97.72372	-0.00503	-0.00382	97.72372	1.39697E-4	1.59839E-4	97.72372	0.00188	-0.00183
100	0.01033	3.17125E-5	100	-0.00875	-0.01077	100	-0.01869	0.00452	100	-0.00161	-4.6888E-4	100	-0.01457	0.00473	100	-3.4363E-4	-0.00429	100	0.01133	4.89173E-4	100	0.0072	-0.00113	100	-0.00152	7.39632E-4	100	-6.08833E-4	-0.00273	100	4.052E-4	-0.00237	100	-9.30274E-4	8.62151E-4
102.3293	0.03559	0.01279	102.3293	0.02849	0.00621	102.3293	-0.01025	0.02412	102.3293	-0.00349	-0.00214	102.3293	0.00349	-0.00253	102.3293	-0.00526	-6.45E-4	102.3293	0.00685	0.00217	102.3293	-4.98239E-4	0.00317	102.3293	0.00285	0.00379	102.3293	-0.00729	-0.0017	102.3293	-0.00364	-3.66325E-4	102.3293	4.92714E-4	-0.00213
104.71285	0.03802	-0.00492	104.71285	0.01607	-0.02089	104.71285	-2.22453E-4	-0.01787	104.71285	0.00223	0.00165	104.71285	0.011	-0.00463	104.71285	-8.97006E-4	-0.00109	104.71285	-0.01459	0.00155	104.71285	-4.25463E-4	0.00121	104.71285	-0.01353	-0.00141	104.71285	-0.00406	6.42379E-4	104.71285	-0.00182	0.00421	104.71285	-0.00123	0.00147
107.15193	-0.03298	-0.00356	107.15193	0.022	5.2135E-4	107.15193	-0.01403	0.01107	107.15193	-0.00957	-0.00555	107.15193	-0.01018	0.00399	107.15193	0.02474	0.00103	107.15193	0.0062	-5.31226E-4	107.15193	0.01416	0.00137	107.15193	-0.00274	3.07989E-4	107.15193	-0.00248	-9.57514E-4	107.15193	9.96667E-4	0.00245	107.15193	-0.00306	-0.00169
109.64782	0.02777	-0.01329	109.64782	0.01554	-0.00165	109.64782	0.04282	-0.00199	109.64782	5.41808E-4	-0.0069	109.64782	0.01263	0.00263	109.64782	-0.00387	-0.00573	109.64782	0.00454	-8.93113E-4	109.64782	-0.0043	1.96727E-4	109.64782	0.00544	0.00107	109.64782	0.0033	-6.94843E-4	109.64782	-0.00333	0.00292	109.64782	-0.00419	0.00185
112.20185	0.0184	0.00513	112.20185	0.00305	-0.0035	112.20185	-0.02674	0.00519	112.20185	0.00965	0.00157	112.20185	-0.02282	-0.00425	112.20185	0.00524	0.00284	112.20185	-0.01258	-0.00328	112.20185	-0.00564	-0.00234	112.20185	-0.00598	0.00204	112.20185	-8.8317E-4	-0.0014	112.20185	-2.88444E-4	0.0027	112.20185	0.00603	1.12859E-4
114.81536	-0.04377	-0.01216	114.81536	-0.00877	0.00119	114.81536	-0.01983	-0.00908	114.81536	-0.00257	-0.00317	114.81536	-0.01197	0.00293	114.81536	0.00362	0.00248	114.81536	-0.00383	3.11243E-4	114.81536	-0.00375	-0.00338	114.81536	-0.00915	0.00132	114.81536	0.00536	-0.00206	114.81536	-0.00311	0.00231	114.81536	0.00745	0.00251
117.48976	-0.01533	-0.00563	117.48976	-0.01702	-0.00695	117.48976	0.03478	0.00233	117.48976	-0.00981	9.23117E-4	117.48976	-0.00122	4.94622E-4	117.48976	-0.00704	-0.00721	117.48976	-0.0048	6.29092E-4	117.48976	0.01267	0.00134	117.48976	0.00301	5.71864E-4	117.48976	-0.01455	6.98617E-4	117.48976	0.00345	-0.00165	117.48976	-0.00517	2.4063E-4
120.22644	-0.01067	0.00993	120.22644	0.01721	8.01796E-4	120.22644	0.01471	0.00577	120.22644	0.00192	-0.00207	120.22644	0.01543	0.00275	120.22644	-0.00285	3.82915E-4	120.22644	-0.01519	-0.00204	120.22644	-0.01674	1.54964E-4	120.22644	-0.00164	-6.7498E-4	120.22644	-0.00359	-0.00279	120.22644	-0.00188	3.32462E-4	120.22644	0.00356	0.00114
123.02688	0.03258	-0.00956	123.02688	0.04166	0.01226	123.02688	0.02071	0.0176	123.02688	0.01261	-0.00195	123.02688	0.0034	-0.002	123.02688	0.00909	-9.40007E-5	123.02688	0.00661	3.33914E-5	123.02688	0.00386	-0.00112	123.02688	-0.00225	0.00343	123.02688	-0.00183	-0.00263	123.02688	0.00983	-0.00214	123.02688	-0.00694	4.8957E-4
125.89254	0.01565	0.00342	125.89254	0.01861	0.00988	125.89254	-0.03499	-4.1803E-4	125.89254	0.00641	-0.00535	125.89254	0.01451	0.00397	125.89254	0.00378	0.00172	125.89254	-0.00751	-7.14061E-4	125.89254	-0.00851	0.00214	125.89254	-0.00161	0.00198	125.89254	-0.00392	5.64167E-4	125.89254	0.00601	-0.00302	125.89254	-0.00192	-0.00124
128.82496	0.0044	0.00207	128.82496	-0.03229	-0.00412	128.82496	-0.04814	-0.0062	128.82496	0.00996	-0.00869	128.82496	0.02488	-0.00248	128.82496	-0.01416	0.00245	128.82496	0.00601	3.6449E-4	128.82496	2.40185E-4	0.00138	128.82496	4.12347E-4	0.00134	128.82496	-0.00454	-0.00109	128.82496	0.00723	-0.00339	128.82496	-8.89682E-4	0.00355
131.82567	0.01113	-0.00205	131.82567	0.01629	-0.0072	131.82567	-0.04686	-6.03637E-4	131.82567	-0.00296	9.52263E-4	131.82567	-0.00842	-0.00544	131.82567	-0.01407	-0.00872	131.82567	-0.01046	-0.00198	131.82567	-0.00504	0.00103	131.82567	-7.69486E-4	-7.79302E-4	131.82567	0.01411	0.00157	131.82567	-0.00228	-5.92717E-4	131.82567	-0.00149	-7.75587E-4
134.89629	-0.02893	-6.357E-4	134.89629	0.03184	-0.0136	134.89629	0.01343	-0.00511	134.89629	0.00568	0.00656	134.89629	-0.00845	-0.00139	134.89629	-0.00769	6.98853E-4	134.89629	-0.00476	0.00161	134.89629	-0.00945	-4.7153E-4	134.89629	0.00145	-0.00135	134.89629	-0.00186	4.17018E-4	134.89629	-0.00161	7.76419E-4	134.89629	-0.00162	0.00276
138.03843	-0.02899	0.00313	138.03843	0.01729	0.00269	138.03843	-0.00767	-0.00356	138.03843	0.01144	-0.00331	138.03843	0.01827	-0.00547	138.03843	0.00197	-0.00575	138.03843	-0.01234	-1.85396E-5	138.03843	-0.00364	8.12291E-4	138.03843	-0.00124	-0.00591	138.03843	-0.00505	0.00251	138.03843	0.00122	-3.24169E-4	138.03843	-0.01364	0.00105
141.25375	-0.02274	0.00431	141.25375	-0.01967	-0.00738	141.25375	-0.07269	0.00605	141.25375	-0.00977	0.0034	141.25375	-0.00864	0.00278	141.25375	0.01695	0.00617	141.25375	0.00401	0.00227	141.25375	0.00273	0.00104	141.25375	-0.0036	-0.00212	141.25375	0.00446	9.39648E-4	141.25375	-0.00358	5.79647E-4	141.25375	0.00725	0.00219
144.54398	0.01097	0.00738	144.54398	0.02099	5.01248E-4	144.54398	0.03122	0.01564	144.54398	-0.0019	-0.00289	144.54398	-0.00402	-0.00119	144.54398	-0.00318	0.00187	144.54398	-0.00329	-0.00263	144.54398	1.67043E-4	-8.63081E-4	144.54398	-4.31509E-4	3.11986E-4	144.54398	-0.00248	2.77602E-4	144.54398	0.0064	-2.3731E-4	144.54398	-0.00801	6.6814E-4
147.91084	0.00586	-0.00247	147.91084	0.00635	-0.01319	147.91084	0.03618	-0.00744	147.91084	0.00536	2.31985E-4	147.91084	0.01581	0.00168	147.91084	0.01336	-0.00519	147.91084	0.01002	-0.00153	147.91084	0.00167	-7.07785E-5	147.91084	0.01412	4.20735E-4	147.91084	0.00908	0.0023	147.91084	0.00103	-3.122E-4	147.91084	-7.19014E-4	0.00269
151.35612	-0.02346	0.00242	151.35612	-0.02856	6.38398E-4	151.35612	0.02809	0.00749	151.35612	-0.0141	-0.00363	151.35612	0.00719	0.0094	151.35612	-7.7234E-4	-0.00661	151.35612	5.77058E-4	3.49932E-4	151.35612	0.0145	-6.30656E-4	151.35612	0.01392	6.27433E-5	151.35612	-0.00128	0.00117	151.35612	-0.0025	0.00129	151.35612	7.10058E-4	0.00275
154.88166	-0.00716	0.00879	154.88166	0.01243	0.00498	154.88166	0.01604	-0.01066	154.88166	0.00335	0.00429	154.88166	-0.00357	-6.72569E-4	154.88166	0.00613	4.98569E-5	154.88166	-0.00147	-0.00155	154.88166	-0.0086	-9.36819E-4	154.88166	-0.00799	-1.26618E-4	154.88166	-0.00268	0.00239	154.88166	-2.54086E-5	-7.84895E-4	154.88166	0.00597	5.28719E-4
158.48932	0.01289	0.00101	158.48932	-0.01136	0.00924	158.48932	-0.00605	0.00349	158.48932	0.00334	-0.01106	158.48932	-0.01219	0.00211	158.48932	1.72953E-4	-0.00226	158.48932	-0.01473	0.00128	158.48932	-5.44666E-4	-0.00232	158.48932	0.01449	-3.80402E-4	158.48932	0.00176	5.86643E-4	158.48932	0.00148	0.00233	158.48932	-4.70207E-4	0.00161
162.18101	-0.00809	-0.00705	162.18101	-0.01239	-0.00339	162.18101	-0.02656	0.01631	162.18101	-0.00709	-0.00339	162.18101	-0.00252	0.00172	162.18101	-0.01373	0.00389	162.18101	-0.00134	-0.00174	162.18101	-0.00513	7.99612E-4	162.18101	-0.00217	-7.18697E-4	162.18101	0.00199	-8.38294E-4	162.18101	-0.00564	-0.00163	162.18101	0.00551	3.36684E-4
165.95869	-0.00829	0.00692	165.95869	0.02237	-0.0066	165.95869	-0.00548	0.01212	165.95869	0.02165	0.00107	165.95869	0.01084	0.00336	165.95869	-0.01407	0.00141	165.95869	0.00613	-0.00145	165.95869	-0.00914	7.95677E-4	165.95869	0.00651	0.0014	165.95869	-0.00191	0.00114	165.95869	-0.00294	-0.00158	165.95869	0.00223	1.1683E-5
169.82437	-0.0567	0.00962	169.82437	0.00314	-0.01696	169.82437	0.06956	-0.0091	169.82437	0.00656	0.00491	169.82437	0.01539	-0.00129	169.82437	-0.01365	-0.00274	169.82437	-0.00548	0.00134	169.82437	-0.01058	-0.00155	169.82437	-0.0039	-8.57259E-4	169.82437	0.00238	0.00109	169.82437	0.00569	-2.74443E-4	169.82437	-3.45519E-4	6.1262E-4
173.78008	0.00761	-0.00851	173.78008	0.03982	-0.00206	173.78008	0.03634	-0.01092	173.78008	6.78815E-4	-8.89966E-4	173.78008	0.0176	-0.00711	173.78008	-0.00903	-0.0043	173.78008	0.00642	-9.35385E-4	173.78008	0.00393	0.00148	173.78008	-0.00607	0.00103	173.78008	0.00367	7.81112E-4	173.78008	-0.00672	-4.63366E-4	173.78008	0.00577	0.00149
177.82794	-0.04411	-0.0141	177.82794	0.01196	0.00653	177.82794	0.06489	-0.01057	177.82794	-0.01799	-0.01028	177.82794	0.00986	-0.00117	177.82794	-0.00351	-9.15336E-4	177.82794	0.00875	0.00312	177.82794	4.2954E-5	-2.38294E-4	177.82794	-0.0051	-7.45646E-4	177.82794	-0.00182	-1.21662E-5	177.82794	-0.00136	0.00119	177.82794	-3.43615E-4	0.00157
181.97009	0.03832	0.00686	181.97009	-0.01861	0.00953	181.97009	0.02192	2.98213E-4	181.97009	-0.00853	-0.00328	181.97009	0.01107	9.13275E-4	181.97009	-0.00519	-0.00584	181.97009	-1.56932E-4	0.00268	181.97009	0.00101	0.00191	181.97009	-0.00976	1.0875E-4	181.97009	0.00199	-0.00123	181.97009	5.86064E-4	2.64513E-4	181.97009	0.00287	-8.9336E-4
186.20871	0.03968	0.00147	186.20871	-0.03358	-0.00634	186.20871	0.0081	-0.00359	186.20871	-0.00101	-1.60916E-4	186.20871	-0.02821	0.00118	186.20871	0.01274	-7.33707E-4	186.20871	-0.01537	-0.00116	186.20871	-0.01289	7.65482E-4	186.20871	-0.00359	-7.66708E-4	186.20871	-6.88954E-4	6.40345E-4	186.20871	-0.00342	9.57701E-4	186.20871	-0.01041	-8.01365E-4
190.54607	-0.03781	-0.00412	190.54607	0.01521	0.00372	190.54607	0.0169	0.01043	190.54607	-0.01126	-0.00663	190.54607	-0.01499	0.00545	190.54607	-0.01888	-1.85562E-4	190.54607	0.00222	-0.00306	190.54607	-0.01392	-0.00164	190.54607	0.00193	2.58181E-4	190.54607	0.00125	-9.59872E-4	190.54607	-8.24088E-4	-0.00102	190.54607	-0.00156	4.60322E-4
194.98446	0.02643	0.01345	194.98446	0.01882	-0.00748	194.98446	-0.04895	-0.00572	194.98446	0.00114	0.00493	194.98446	-0.00458	0.00194	194.98446	0.00166	-0.00619	194.98446	0.00213	-4.23356E-4	194.98446	-0.00188	0.00179	194.98446	-0.00331	6.1887E-4	194.98446	-0.00568	2.9844E-4	194.98446	-0.00469	2.36471E-4	194.98446	-0.00377	-0.00178
199.52623	0.06036	0.00948	199.52623	0.03137	0.01423	199.52623	0.00696	0.01501	199.52623	0.00576	0.01087	199.52623	0.01016	-0.00736	199.52623	-0.00448	9.90798E-5	199.52623	-0.00882	-0.00332	199.52623	-0.00682	1.14414E-4	199.52623	0.00322	-0.00239	199.52623	0.00145	0.001	199.52623	0.0018	-0.0024	199.52623	-0.00422	-1.25074E-4
