V=6^3									V=8^3									V=14^3									V=18^3																						
time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum														
0.23442	-0.15322	0.01945	0.23442	0.0857	0.01888	0.23442	-0.03858	0.01469	0.23442	0.11402	0.01401	0.23442	-0.15666	0.23442	0.15343	0.04217	0.23442	0.4714	-0.03887	0.23442	0.36527	-0.05395	0.23442	0.27711	-0.00632	0.23442	0.23206	-0.009	0.23442	-0.28143	0.0172	0.23442	-0.34877	-0.01738	0.23442	0.27967	0.01775	0.23442	-0.12542	-0.00185	0.23442	-0.28421	0.00238	0.23442	-0.28934	0.00906	0.23442	0.18244	0.00885
0.23988	-0.15096	0.0172	0.23988	0.08501	0.01678	0.23988	-0.03771	0.01237	0.23988	0.11103	0.0119	0.23988	-0.15576	0.23988	0.14727	0.04119	0.23988	0.46787	-0.03927	0.23988	0.36222	-0.05383	0.23988	0.27062	-0.00651	0.23988	0.22923	-0.00859	0.23988	-0.27742	0.0169	0.23988	-0.34377	-0.01716	0.23988	0.27525	0.0179	0.23988	-0.12292	-9.13971E-4	0.23988	-0.28069	0.0028	0.23988	-0.28675	0.00944	0.23988	0.17881	0.00944
0.24547	-0.14862	0.01491	0.24547	0.08429	0.01464	0.24547	-0.03678	0.01003	0.24547	0.10796	0.00977	0.24547	-0.15482	0.24547	0.14112	0.04034	0.24547	0.46421	-0.03934	0.24547	0.35922	-0.05339	0.24547	0.26399	-0.00647	0.24547	0.2264	-0.00801	0.24547	-0.27334	0.01673	0.24547	-0.33866	-0.01673	0.24547	0.27073	0.01817	0.24547	-0.12042	2.02314E-4	0.24547	-0.27711	0.00339	0.24547	-0.28422	0.00999	0.24547	0.1752	0.0102
0.25119	-0.14619	0.01258	0.25119	0.08354	0.01246	0.25119	-0.03581	0.00766	0.25119	0.10482	0.00762	0.25119	-0.15384	0.25119	0.13498	0.03959	0.25119	0.46044	-0.03907	0.25119	0.35627	-0.05263	0.25119	0.25721	-0.00619	0.25119	0.22356	-0.00729	0.25119	-0.26917	0.01666	0.25119	-0.33344	-0.01612	0.25119	0.26611	0.01855	0.25119	-0.11791	0.00147	0.25119	-0.27349	0.00413	0.25119	-0.28175	0.01069	0.25119	0.17163	0.0111
0.25704	-0.14368	0.01022	0.25704	0.08276	0.01025	0.25704	-0.03479	0.00529	0.25704	0.10161	0.00544	0.25704	-0.15281	0.25704	0.12886	0.03894	0.25704	0.45655	-0.03847	0.25704	0.35337	-0.05157	0.25704	0.25029	-0.00571	0.25704	0.22072	-0.00646	0.25704	-0.26492	0.01667	0.25704	-0.32811	-0.01535	0.25704	0.26138	0.019	0.25704	-0.11537	0.00286	0.25704	-0.26982	0.00498	0.25704	-0.27933	0.01151	0.25704	0.16811	0.01211
0.26303	-0.14107	0.00782	0.26303	0.08195	0.00801	0.26303	-0.03371	0.0029	0.26303	0.09832	0.00325	0.26303	-0.15173	0.26303	0.12278	0.03838	0.26303	0.45254	-0.03756	0.26303	0.35053	-0.05024	0.26303	0.24324	-0.00505	0.26303	0.21789	-0.00557	0.26303	-0.26057	0.01671	0.26303	-0.32267	-0.01444	0.26303	0.25656	0.01949	0.26303	-0.11281	0.00432	0.26303	-0.26609	0.00591	0.26303	-0.27697	0.01242	0.26303	0.16465	0.01319
0.26915	-0.13838	0.0054	0.26915	0.08111	0.00575	0.26915	-0.03258	5.09185E-4	0.26915	0.09496	0.00105	0.26915	-0.1506	0.26915	0.11673	0.03788	0.26915	0.44841	-0.03634	0.26915	0.34776	-0.04866	0.26915	0.23606	-0.00422	0.26915	0.21506	-0.00464	0.26915	-0.25612	0.01677	0.26915	-0.31713	-0.01344	0.26915	0.25163	0.01998	0.26915	-0.11022	0.00582	0.26915	-0.2623	0.00689	0.26915	-0.27466	0.01338	0.26915	0.16127	0.01431
0.27542	-0.13559	0.00296	0.27542	0.08023	0.00346	0.27542	-0.0314	-0.00188	0.27542	0.09154	-0.00115	0.27542	-0.14942	0.27542	0.11074	0.03744	0.27542	0.44416	-0.03484	0.27542	0.34506	-0.04685	0.27542	0.22876	-0.00325	0.27542	0.21226	-0.00373	0.27542	-0.25154	0.01681	0.27542	-0.31149	-0.01237	0.27542	0.2466	0.02043	0.27542	-0.10759	0.00732	0.27542	-0.25845	0.00787	0.27542	-0.27239	0.01437	0.27542	0.15797	0.01543
0.28184	-0.13271	5.0364E-4	0.28184	0.07933	0.00116	0.28184	-0.03015	-0.00425	0.28184	0.08805	-0.00336	0.28184	-0.14819	0.28184	0.10482	0.03702	0.28184	0.4398	-0.03307	0.28184	0.34243	-0.04486	0.28184	0.22135	-0.00217	0.28184	0.20947	-0.00288	0.28184	-0.24683	0.0168	0.28184	-0.30576	-0.01126	0.28184	0.24148	0.02082	0.28184	-0.10491	0.00877	0.28184	-0.25452	0.00882	0.28184	-0.27014	0.01534	0.28184	0.15479	0.0165
0.2884	-0.12974	-0.00196	0.2884	0.07839	-0.00115	0.2884	-0.02884	-0.00661	0.2884	0.0845	-0.00555	0.2884	-0.1469	0.2884	0.09896	0.03662	0.2884	0.43533	-0.03106	0.2884	0.33988	-0.04272	0.2884	0.21384	-0.001	0.2884	0.20672	-0.00212	0.2884	-0.24198	0.0167	0.2884	-0.29994	-0.01016	0.2884	0.23627	0.0211	0.2884	-0.10217	0.01012	0.2884	-0.2505	0.00969	0.2884	-0.26792	0.01627	0.2884	0.15173	0.01749
0.29512	-0.12667	-0.00443	0.29512	0.07741	-0.00346	0.29512	-0.02747	-0.00894	0.29512	0.0809	-0.00774	0.29512	-0.14556	0.29512	0.09317	0.03621	0.29512	0.43074	-0.02885	0.29512	0.3374	-0.04047	0.29512	0.20623	2.2165E-4	0.29512	0.20401	-0.0015	0.29512	-0.23695	0.01648	0.29512	-0.29403	-0.0091	0.29512	0.23096	0.02125	0.29512	-0.09936	0.01134	0.29512	-0.2464	0.01045	0.29512	-0.2657	0.01712	0.29512	0.14881	0.01835
0.302	-0.12352	-0.00689	0.302	0.0764	-0.00577	0.302	-0.02604	-0.01124	0.302	0.07724	-0.0099	0.302	-0.14416	0.302	0.08747	0.03578	0.302	0.42604	-0.02645	0.302	0.335	-0.03818	0.302	0.19855	0.00147	0.302	0.20134	-0.00107	0.302	-0.23174	0.01613	0.302	-0.28804	-0.00811	0.302	0.22557	0.02124	0.302	-0.09646	0.01238	0.302	-0.24219	0.01106	0.302	-0.26347	0.01786	0.302	0.14604	0.01905
0.30903	-0.12027	-0.00933	0.30903	0.07535	-0.00806	0.30903	-0.02453	-0.0135	0.30903	0.07354	-0.01203	0.30903	-0.1427	0.30903	0.08185	0.03531	0.30903	0.42124	-0.02392	0.30903	0.33268	-0.03588	0.30903	0.1908	0.00273	0.30903	0.19873	-8.45104E-4	0.30903	-0.22632	0.01562	0.30903	-0.28197	-0.00722	0.30903	0.22009	0.02105	0.30903	-0.09348	0.01321	0.30903	-0.23787	0.01149	0.30903	-0.26123	0.01845	0.30903	0.14346	0.01955
0.31623	-0.11693	-0.01175	0.31623	0.07427	-0.01034	0.31623	-0.02297	-0.01571	0.31623	0.06979	-0.01413	0.31623	-0.14118	0.31623	0.07632	0.03479	0.31623	0.41633	-0.02129	0.31623	0.33042	-0.03363	0.31623	0.183	0.00396	0.31623	0.19617	-8.69121E-4	0.31623	-0.22067	0.01494	0.31623	-0.27583	-0.00647	0.31623	0.21453	0.02066	0.31623	-0.09038	0.01379	0.31623	-0.23343	0.01172	0.31623	-0.25895	0.01888	0.31623	0.14106	0.01984
0.32359	-0.1135	-0.01414	0.32359	0.07314	-0.01259	0.32359	-0.02133	-0.01786	0.32359	0.06601	-0.01618	0.32359	-0.1396	0.32359	0.07086	0.0342	0.32359	0.41132	-0.01859	0.32359	0.32823	-0.03148	0.32359	0.17516	0.00516	0.32359	0.19367	-0.00116	0.32359	-0.21476	0.01407	0.32359	-0.26962	-0.00587	0.32359	0.20889	0.02007	0.32359	-0.08718	0.0141	0.32359	-0.22885	0.01173	0.32359	-0.25662	0.01913	0.32359	0.13888	0.01988
0.33113	-0.10999	-0.01648	0.33113	0.07198	-0.0148	0.33113	-0.01962	-0.01993	0.33113	0.0622	-0.01817	0.33113	-0.13796	0.33113	0.06549	0.03353	0.33113	0.40622	-0.01587	0.33113	0.3261	-0.02949	0.33113	0.1673	0.0063	0.33113	0.19124	-0.00173	0.33113	-0.20857	0.01304	0.33113	-0.26335	-0.00544	0.33113	0.20318	0.01928	0.33113	-0.08384	0.01413	0.33113	-0.22412	0.0115	0.33113	-0.25423	0.01919	0.33113	0.13693	0.01967
0.33884	-0.10639	-0.01876	0.33884	0.07077	-0.01697	0.33884	-0.01784	-0.02193	0.33884	0.05836	-0.0201	0.33884	-0.13626	0.33884	0.06019	0.03279	0.33884	0.40102	-0.01318	0.33884	0.32402	-0.02771	0.33884	0.15943	0.00739	0.33884	0.18889	-0.00258	0.33884	-0.20207	0.01184	0.33884	-0.25703	-0.00519	0.33884	0.19741	0.0183	0.33884	-0.08038	0.01387	0.33884	-0.21924	0.01103	0.33884	-0.25176	0.01905	0.33884	0.13523	0.0192
0.34674	-0.10272	-0.02098	0.34674	0.06952	-0.01907	0.34674	-0.01599	-0.02384	0.34674	0.05451	-0.02197	0.34674	-0.13449	0.34674	0.05495	0.03196	0.34674	0.39573	-0.01054	0.34674	0.32197	-0.02618	0.34674	0.15158	0.00841	0.34674	0.1866	-0.0037	0.34674	-0.19524	0.01051	0.34674	-0.25065	-0.00512	0.34674	0.19157	0.01715	0.34674	-0.07677	0.01332	0.34674	-0.21418	0.01033	0.34674	-0.24919	0.01873	0.34674	0.13379	0.01849
0.35481	-0.09897	-0.02312	0.35481	0.06823	-0.02111	0.35481	-0.01407	-0.02565	0.35481	0.05065	-0.02374	0.35481	-0.13267	0.35481	0.04976	0.03105	0.35481	0.39035	-0.008	0.35481	0.31996	-0.02496	0.35481	0.14375	0.00938	0.35481	0.1844	-0.00507	0.35481	-0.18805	0.00907	0.35481	-0.24423	-0.00522	0.35481	0.18569	0.01587	0.35481	-0.07303	0.0125	0.35481	-0.20895	0.00943	0.35481	-0.24651	0.01823	0.35481	0.13264	0.01755
0.36308	-0.09515	-0.02516	0.36308	0.06689	-0.02306	0.36308	-0.01209	-0.02736	0.36308	0.04679	-0.02543	0.36308	-0.13078	0.36308	0.0446	0.03008	0.36308	0.38489	-0.00561	0.36308	0.31795	-0.02407	0.36308	0.13599	0.01031	0.36308	0.18226	-0.00666	0.36308	-0.18047	0.00757	0.36308	-0.23776	-0.00548	0.36308	0.17977	0.0145	0.36308	-0.06914	0.01143	0.36308	-0.20353	0.00835	0.36308	-0.24372	0.01758	0.36308	0.13178	0.01641
0.37154	-0.09126	-0.0271	0.37154	0.06551	-0.02492	0.37154	-0.01003	-0.02894	0.37154	0.04293	-0.02701	0.37154	-0.12884	0.37154	0.03945	0.02904	0.37154	0.37934	-0.00339	0.37154	0.31593	-0.02356	0.37154	0.1283	0.01123	0.37154	0.1802	-0.00841	0.37154	-0.17248	0.00607	0.37154	-0.23125	-0.00586	0.37154	0.17382	0.01308	0.37154	-0.06511	0.01015	0.37154	-0.19792	0.00713	0.37154	-0.2408	0.01681	0.37154	0.13124	0.01511
0.38019	-0.08732	-0.02891	0.38019	0.06408	-0.02667	0.38019	-0.00791	-0.0304	0.38019	0.0391	-0.02849	0.38019	-0.12684	0.38019	0.03429	0.02797	0.38019	0.37371	-0.00138	0.38019	0.31389	-0.02343	0.38019	0.1207	0.01215	0.38019	0.17821	-0.01026	0.38019	-0.16408	0.00463	0.38019	-0.2247	-0.00633	0.38019	0.16785	0.01167	0.38019	-0.06095	0.00869	0.38019	-0.19213	0.00582	0.38019	-0.23775	0.01595	0.38019	0.13103	0.0137
0.38905	-0.08333	-0.03059	0.38905	0.0626	-0.02831	0.38905	-0.00573	-0.03172	0.38905	0.03529	-0.02984	0.38905	-0.12478	0.38905	0.02909	0.02688	0.38905	0.368	3.99705E-4	0.38905	0.31181	-0.0237	0.38905	0.11322	0.01311	0.38905	0.17628	-0.01214	0.38905	-0.15523	0.0033	0.38905	-0.21811	-0.00685	0.38905	0.16188	0.01033	0.38905	-0.05667	0.00712	0.38905	-0.18616	0.00448	0.38905	-0.23457	0.01506	0.38905	0.13115	0.01224
0.39811	-0.0793	-0.03212	0.39811	0.06108	-0.02981	0.39811	-0.00348	-0.0329	0.39811	0.03151	-0.03106	0.39811	-0.12266	0.39811	0.02381	0.02579	0.39811	0.36219	0.00191	0.39811	0.30965	-0.02436	0.39811	0.10589	0.01415	0.39811	0.17439	-0.01399	0.39811	-0.14595	0.00217	0.39811	-0.21149	-0.00737	0.39811	0.15592	0.00912	0.39811	-0.05229	0.00549	0.39811	-0.18001	0.00316	0.39811	-0.23125	0.01417	0.39811	0.13162	0.01079
0.40738	-0.07525	-0.03348	0.40738	0.05951	-0.03117	0.40738	-0.00118	-0.03393	0.40738	0.02778	-0.03214	0.40738	-0.1205	0.40738	0.01844	0.02473	0.40738	0.35629	0.00315	0.40738	0.30739	-0.02541	0.40738	0.09873	0.0153	0.40738	0.17255	-0.01571	0.40738	-0.13621	0.00129	0.40738	-0.20483	-0.00784	0.40738	0.14999	0.0081	0.40738	-0.04783	0.00385	0.40738	-0.1737	0.00193	0.40738	-0.2278	0.01334	0.40738	0.13245	0.00941
0.41687	-0.07117	-0.03466	0.41687	0.05789	-0.03237	0.41687	0.00117	-0.03479	0.41687	0.0241	-0.03308	0.41687	-0.11829	0.41687	0.01292	0.02372	0.41687	0.35029	0.00409	0.41687	0.30502	-0.02681	0.41687	0.09175	0.01661	0.41687	0.17072	-0.01722	0.41687	-0.12604	7.23096E-4	0.41687	-0.19814	-0.00821	0.41687	0.14412	0.00729	0.41687	-0.04332	0.00225	0.41687	-0.16727	8.44604E-4	0.41687	-0.22423	0.01261	0.41687	0.13363	0.00817
0.42658	-0.06709	-0.03565	0.42658	0.05622	-0.03339	0.42658	0.00356	-0.0355	0.42658	0.02048	-0.03385	0.42658	-0.11603	0.42658	0.00723	0.02278	0.42658	0.34417	0.00472	0.42658	0.30249	-0.02854	0.42658	0.085	0.01809	0.42658	0.1689	-0.01846	0.42658	-0.11543	5.14826E-4	0.42658	-0.19141	-0.00844	0.42658	0.13832	0.00675	0.42658	-0.03879	7.63301E-4	0.42658	-0.16072	-4.39639E-5	0.42658	-0.22054	0.01201	0.42658	0.13517	0.00713
0.43652	-0.06301	-0.03643	0.43652	0.0545	-0.03424	0.43652	0.00599	-0.03603	0.43652	0.01694	-0.03447	0.43652	-0.11374	0.43652	0.00132	0.02192	0.43652	0.33792	0.00505	0.43652	0.2998	-0.03053	0.43652	0.07848	0.01977	0.43652	0.16706	-0.01936	0.43652	-0.10443	6.94843E-4	0.43652	-0.18463	-0.00847	0.43652	0.13262	0.00649	0.43652	-0.03429	-5.8664E-4	0.43652	-0.15412	-6.94228E-4	0.43652	-0.21673	0.01158	0.43652	0.13705	0.00633
0.44668	-0.05896	-0.03699	0.44668	0.05274	-0.03489	0.44668	0.00845	-0.03639	0.44668	0.01347	-0.03491	0.44668	-0.11141	0.44668	-0.00485	0.02116	0.44668	0.33152	0.00507	0.44668	0.29689	-0.03275	0.44668	0.07222	0.02165	0.44668	0.16519	-0.01989	0.44668	-0.09304	0.00127	0.44668	-0.17781	-0.0083	0.44668	0.12706	0.00651	0.44668	-0.02984	-0.00177	0.44668	-0.14749	-0.00108	0.44668	-0.21283	0.01132	0.44668	0.13927	0.0058
0.45709	-0.05494	-0.03732	0.45709	0.05092	-0.03533	0.45709	0.01093	-0.03657	0.45709	0.0101	-0.03518	0.45709	-0.10906	0.45709	-0.01131	0.0205	0.45709	0.32495	0.00478	0.45709	0.29376	-0.03512	0.45709	0.06625	0.02373	0.45709	0.16325	-0.02001	0.45709	-0.08131	0.00223	0.45709	-0.17094	-0.00789	0.45709	0.12166	0.00678	0.45709	-0.02549	-0.00276	0.45709	-0.14088	-0.00119	0.45709	-0.20884	0.01125	0.45709	0.14182	0.00556
0.46774	-0.05097	-0.03741	0.46774	0.04906	-0.03556	0.46774	0.01342	-0.03657	0.46774	0.00683	-0.03527	0.46774	-0.10668	0.46774	-0.01809	0.01994	0.46774	0.31818	0.00421	0.46774	0.29038	-0.03758	0.46774	0.06058	0.02597	0.46774	0.16124	-0.01974	0.46774	-0.06929	0.00353	0.46774	-0.16401	-0.00726	0.46774	0.11645	0.00725	0.46774	-0.0213	-0.00358	0.46774	-0.13437	-0.00103	0.46774	-0.20477	0.01134	0.46774	0.14466	0.00561
0.47863	-0.04707	-0.03724	0.47863	0.04716	-0.03557	0.47863	0.01591	-0.0364	0.47863	0.00366	-0.03518	0.47863	-0.10429	0.47863	-0.02524	0.01946	0.47863	0.31118	0.00336	0.47863	0.28671	-0.04006	0.47863	0.05524	0.02833	0.47863	0.15912	-0.01911	0.47863	-0.05703	0.00509	0.47863	-0.157	-0.00643	0.47863	0.11148	0.00787	0.47863	-0.01729	-0.00424	0.47863	-0.128	-6.45066E-4	0.47863	-0.20061	0.01157	0.47863	0.14777	0.00591
0.48978	-0.04326	-0.03682	0.48978	0.04521	-0.03535	0.48978	0.01839	-0.03605	0.48978	6.13282E-4	-0.03491	0.48978	-0.10189	0.48978	-0.03277	0.01904	0.48978	0.30393	0.00227	0.48978	0.28275	-0.04249	0.48978	0.05024	0.03072	0.48978	0.1569	-0.0182	0.48978	-0.04457	0.00683	0.48978	-0.14992	-0.00543	0.48978	0.10677	0.00855	0.48978	-0.01351	-0.00477	0.48978	-0.12185	-7.02382E-5	0.48978	-0.19636	0.01189	0.48978	0.15112	0.00644
0.50119	-0.03956	-0.03614	0.50119	0.04323	-0.0349	0.50119	0.02083	-0.03553	0.50119	-0.00231	-0.03445	0.50119	-0.09948	0.50119	-0.04071	0.01865	0.50119	0.29637	9.67585E-4	0.50119	0.27847	-0.04481	0.50119	0.04559	0.03307	0.50119	0.15455	-0.01711	0.50119	-0.03199	0.00863	0.50119	-0.14276	-0.00432	0.50119	0.10238	0.00919	0.50119	-0.01	-0.00522	0.50119	-0.11598	6.24684E-4	0.50119	-0.19201	0.01224	0.50119	0.15465	0.00711
0.51286	-0.03597	-0.0352	0.51286	0.0412	-0.03422	0.51286	0.02324	-0.03484	0.51286	-0.00511	-0.03382	0.51286	-0.09708	0.51286	-0.04906	0.01826	0.51286	0.28847	-5.08883E-4	0.51286	0.27386	-0.04697	0.51286	0.04132	0.03526	0.51286	0.15208	-0.01595	0.51286	-0.01934	0.01035	0.51286	-0.1355	-0.00317	0.51286	0.09833	0.00969	0.51286	-0.00678	-0.00566	0.51286	-0.11046	0.00136	0.51286	-0.18753	0.01257	0.51286	0.15833	0.00786
0.52481	-0.03253	-0.034	0.52481	0.03915	-0.0333	0.52481	0.02559	-0.03399	0.52481	-0.00777	-0.033	0.52481	-0.0947	0.52481	-0.05783	0.01783	0.52481	0.2802	-0.00211	0.52481	0.26892	-0.04891	0.52481	0.03742	0.03717	0.52481	0.1495	-0.01489	0.52481	-0.00667	0.01185	0.52481	-0.12812	-0.00206	0.52481	0.09468	0.00996	0.52481	-0.00388	-0.00614	0.52481	-0.10535	0.00207	0.52481	-0.1829	0.01281	0.52481	0.16208	0.0086
0.53703	-0.02925	-0.03256	0.53703	0.03706	-0.03215	0.53703	0.02787	-0.03299	0.53703	-0.01029	-0.03201	0.53703	-0.09233	0.53703	-0.067	0.01733	0.53703	0.27152	-0.00377	0.53703	0.26365	-0.0506	0.53703	0.0339	0.03867	0.53703	0.14682	-0.01406	0.53703	0.00595	0.01301	0.53703	-0.12064	-0.00108	0.53703	0.09145	0.00992	0.53703	-0.00128	-0.00671	0.53703	-0.1007	0.00266	0.53703	-0.17807	0.01291	0.53703	0.16585	0.00925
0.54954	-0.02614	-0.03087	0.54954	0.03496	-0.03078	0.54954	0.03005	-0.03184	0.54954	-0.01266	-0.03086	0.54954	-0.08999	0.54954	-0.07653	0.01671	0.54954	0.26238	-0.00544	0.54954	0.25805	-0.052	0.54954	0.03076	0.03963	0.54954	0.14407	-0.01362	0.54954	0.01847	0.01371	0.54954	-0.11302	-3.07719E-4	0.54954	0.08869	0.00952	0.54954	0.00101	-0.00741	0.54954	-0.09655	0.00308	0.54954	-0.17298	0.01283	0.54954	0.16956	0.00972
0.56234	-0.02322	-0.02896	0.56234	0.03284	-0.0292	0.56234	0.03214	-0.03056	0.56234	-0.01488	-0.02954	0.56234	-0.08768	0.56234	-0.0864	0.01596	0.56234	0.25275	-0.00703	0.56234	0.25216	-0.0531	0.56234	0.02801	0.03997	0.56234	0.1413	-0.01368	0.56234	0.03085	0.01386	0.56234	-0.10527	1.8906E-4	0.56234	0.08643	0.00873	0.56234	0.00302	-0.00827	0.56234	-0.09295	0.00328	0.56234	-0.16757	0.01255	0.56234	0.17314	0.00996
0.57544	-0.02051	-0.02684	0.57544	0.03072	-0.02742	0.57544	0.0341	-0.02914	0.57544	-0.01695	-0.02808	0.57544	-0.08541	0.57544	-0.09652	0.01506	0.57544	0.2426	-0.00845	0.57544	0.24599	-0.05389	0.57544	0.02562	0.03958	0.57544	0.13857	-0.01434	0.57544	0.04304	0.01343	0.57544	-0.09739	3.6239E-4	0.57544	0.08468	0.00759	0.57544	0.00481	-0.00926	0.57544	-0.08989	0.00327	0.57544	-0.16177	0.01207	0.57544	0.17651	0.00993
0.58884	-0.01803	-0.02454	0.58884	0.0286	-0.02546	0.58884	0.03592	-0.02762	0.58884	-0.01886	-0.02648	0.58884	-0.08318	0.58884	-0.10683	0.01402	0.58884	0.23191	-0.00963	0.58884	0.23959	-0.05435	0.58884	0.0236	0.03845	0.58884	0.13593	-0.01562	0.58884	0.05501	0.01243	0.58884	-0.08936	1.90933E-4	0.58884	0.08347	0.00616	0.58884	0.00641	-0.01037	0.58884	-0.08738	0.00306	0.58884	-0.15549	0.01145	0.58884	0.1796	0.00964
0.60256	-0.01578	-0.02208	0.60256	0.02649	-0.02334	0.60256	0.03759	-0.02599	0.60256	-0.02061	-0.02476	0.60256	-0.08099	0.60256	-0.11722	0.01283	0.60256	0.22066	-0.01047	0.60256	0.233	-0.05448	0.60256	0.02191	0.03657	0.60256	0.13348	-0.0175	0.60256	0.0667	0.01092	0.60256	-0.08118	-3.15399E-4	0.60256	0.08281	0.00455	0.60256	0.00793	-0.01151	0.60256	-0.08539	0.00271	0.60256	-0.14867	0.01073	0.60256	0.18232	0.00911
0.6166	-0.01377	-0.01951	0.6166	0.02441	-0.02109	0.6166	0.03908	-0.02426	0.6166	-0.02219	-0.02292	0.6166	-0.07885	0.6166	-0.12758	0.01155	0.6166	0.20886	-0.01088	0.6166	0.22629	-0.05428	0.6166	0.02054	0.034	0.6166	0.13129	-0.01988	0.6166	0.07808	0.00901	0.6166	-0.07288	-0.00111	0.6166	0.08269	0.0029	0.6166	0.00943	-0.01263	0.6166	-0.08388	0.00231	0.6166	-0.14123	0.01002	0.6166	0.18461	0.0084
0.63096	-0.01201	-0.01686	0.63096	0.02236	-0.01873	0.63096	0.0404	-0.02246	0.63096	-0.0236	-0.02099	0.63096	-0.07675	0.63096	-0.13778	0.01022	0.63096	0.19651	-0.01079	0.63096	0.21952	-0.05375	0.63096	0.01947	0.03086	0.63096	0.12946	-0.0226	0.63096	0.0891	0.00685	0.63096	-0.06445	-0.00213	0.63096	0.0831	0.00137	0.63096	0.01103	-0.0136	0.63096	-0.08279	0.00197	0.63096	-0.13311	0.0094	0.63096	0.1864	0.00759
0.64565	-0.0105	-0.01416	0.64565	0.02037	-0.0163	0.64565	0.04151	-0.02058	0.64565	-0.02484	-0.01898	0.64565	-0.07469	0.64565	-0.14766	0.00889	0.64565	0.18363	-0.01013	0.64565	0.21276	-0.05288	0.64565	0.01865	0.02732	0.64565	0.12806	-0.02543	0.64565	0.09972	0.00465	0.64565	-0.05592	-0.00327	0.64565	0.084	1.01746E-4	0.64565	0.01281	-0.01435	0.64565	-0.08203	0.00181	0.64565	-0.12429	0.00899	0.64565	0.18764	0.00679
0.66069	-0.00925	-0.01147	0.66069	0.01844	-0.01382	0.66069	0.04242	-0.01864	0.66069	-0.02591	-0.0169	0.66069	-0.07268	0.66069	-0.15708	0.00765	0.66069	0.17027	-0.00884	0.66069	0.20608	-0.05168	0.66069	0.01805	0.02358	0.66069	0.12718	-0.02812	0.66069	0.10986	0.00257	0.66069	-0.04731	-0.00441	0.66069	0.08535	-7.71552E-4	0.66069	0.01489	-0.0148	0.66069	-0.08152	0.00193	0.66069	-0.11477	0.00886	0.66069	0.1883	0.00609
0.67608	-0.00825	-0.00883	0.67608	0.01659	-0.01133	0.67608	0.0431	-0.01664	0.67608	-0.0268	-0.01477	0.67608	-0.07069	0.67608	-0.16587	0.00657	0.67608	0.15647	-0.00691	0.67608	0.19955	-0.05015	0.67608	0.01764	0.0199	0.67608	0.1269	-0.03039	0.67608	0.11946	7.81409E-4	0.67608	-0.03865	-0.00544	0.67608	0.08709	-0.00117	0.67608	0.01735	-0.01488	0.67608	-0.08117	0.00239	0.67608	-0.10456	0.00909	0.67608	0.18836	0.00557
0.69183	-0.00749	-0.00629	0.69183	0.01484	-0.00887	0.69183	0.04356	-0.0146	0.69183	-0.02751	-0.01261	0.69183	-0.06873	0.69183	-0.17386	0.00574	0.69183	0.1423	-0.00434	0.69183	0.19324	-0.0483	0.69183	0.01736	0.0165	0.69183	0.12728	-0.032	0.69183	0.12844	-5.87782E-4	0.69183	-0.02999	-0.00625	0.69183	0.08913	-0.00108	0.69183	0.02024	-0.0146	0.69183	-0.08087	0.00321	0.69183	-0.09376	0.00967	0.69183	0.18783	0.00529
0.70795	-0.00696	-0.00389	0.70795	0.0132	-0.00647	0.70795	0.04379	-0.01251	0.70795	-0.02802	-0.01044	0.70795	-0.06678	0.70795	-0.18092	0.00524	0.70795	0.12786	-0.00115	0.70795	0.18719	-0.04616	0.70795	0.01717	0.01364	0.70795	0.12836	-0.03276	0.70795	0.13671	-0.00149	0.70795	-0.02138	-0.00675	0.70795	0.09139	-5.54894E-4	0.70795	0.02363	-0.01399	0.70795	-0.08055	0.00435	0.70795	-0.08248	0.01058	0.70795	0.18673	0.00526
0.72444	-0.00666	-0.00169	0.72444	0.01169	-0.00417	0.72444	0.04379	-0.0104	0.72444	-0.02834	-0.00826	0.72444	-0.06484	0.72444	-0.18689	0.00518	0.72444	0.11324	0.00261	0.72444	0.18146	-0.04379	0.72444	0.01702	0.0115	0.72444	0.13017	-0.03257	0.72444	0.14421	-0.00194	0.72444	-0.01288	-0.00688	0.72444	0.09375	2.76547E-4	0.72444	0.02749	-0.01313	0.72444	-0.08014	0.0057	0.72444	-0.07088	0.01173	0.72444	0.18513	0.00545
0.74131	-0.00655	2.83826E-4	0.74131	0.01033	-0.00199	0.74131	0.04355	-0.00827	0.74131	-0.02846	-0.0061	0.74131	-0.06288	0.74131	-0.19166	0.00561	0.74131	0.09854	0.00685	0.74131	0.17604	-0.04124	0.74131	0.01685	0.01022	0.74131	0.13274	-0.03143	0.74131	0.15088	-0.00205	0.74131	-0.00457	-0.00663	0.74131	0.0961	0.00123	0.74131	0.03181	-0.01213	0.74131	-0.0796	0.00709	0.74131	-0.05918	0.013	0.74131	0.18311	0.00579
